File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Species,Species2,SpeciesCount,Species2Count,IfOther,IfOther2,Comment,PigBehavior
IMG_0001.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,9:07:19,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0002.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,9:07:19,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0003.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,9:08:22,Ok,FALSE,,,1,1,,,,
IMG_0004.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,9:08:22,Ok,FALSE,,,1,1,,,,
IMG_0005.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,12:31:48,Ok,FALSE,,,1,1,,,,
IMG_0006.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,12:31:48,Ok,FALSE,,,1,1,,,,
IMG_0007.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,14:15:38,Ok,FALSE,,,1,1,,,,
IMG_0008.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,14:15:38,Ok,FALSE,,,1,1,,,,
IMG_0009.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,15:49:55,Ok,FALSE,,,1,1,,,,
IMG_0010.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,15:49:55,Ok,FALSE,,,1,1,,,,
IMG_0011.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,16:47:29,Ok,FALSE,,,1,1,,,,
IMG_0012.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,16:47:29,Ok,FALSE,,,1,1,,,,
IMG_0013.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:10:13,Ok,FALSE,,,1,1,,,,
IMG_0014.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:10:13,Ok,FALSE,,,1,1,,,,
IMG_0015.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:51:38,Ok,FALSE,Vulture,,1,1,,,,
IMG_0016.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:51:40,Ok,FALSE,Vulture,,1,1,,,,
IMG_0017.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:51:42,Ok,FALSE,Vulture,,1,1,,,,
IMG_0018.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:53:13,Ok,FALSE,Vulture,,1,1,,,,
IMG_0019.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:53:15,Ok,FALSE,Vulture,,1,1,,,,
IMG_0020.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:53:17,Ok,FALSE,Vulture,,1,1,,,,
IMG_0021.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:54:22,Ok,FALSE,Vulture,,1,1,,,,
IMG_0022.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:54:24,Ok,FALSE,Vulture,,1,1,,,,
IMG_0023.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:54:27,Ok,FALSE,Vulture,,1,1,,,,
IMG_0024.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:55:29,Ok,FALSE,Vulture,,1,1,,,,
IMG_0025.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:55:31,Ok,FALSE,Vulture,,1,1,,,,
IMG_0026.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:55:34,Ok,FALSE,Vulture,,1,1,,,,
IMG_0027.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:56:34,Ok,FALSE,Vulture,,1,1,,,,
IMG_0028.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:56:36,Ok,FALSE,Vulture,,1,1,,,,
IMG_0029.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:56:38,Ok,FALSE,Vulture,,1,1,,,,
IMG_0030.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:57:39,Ok,FALSE,Vulture,,1,1,,,,
IMG_0031.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:57:41,Ok,FALSE,Vulture,,1,1,,,,
IMG_0032.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,17:57:43,Ok,FALSE,Vulture,,1,1,,,,
IMG_0033.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:11:48,Ok,FALSE,Vulture,,1,1,,,,
IMG_0034.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:11:48,Ok,FALSE,Vulture,,1,1,,,,
IMG_0035.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:14:37,Ok,FALSE,Vulture,,1,1,,,,
IMG_0036.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:14:37,Ok,FALSE,Vulture,,1,1,,,,
IMG_0037.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:15:58,Ok,FALSE,Vulture,,1,1,,,,
IMG_0038.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:15:58,Ok,FALSE,Vulture,,1,1,,,,
IMG_0039.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:18:23,Ok,FALSE,Vulture,,1,1,,,,
IMG_0040.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:18:23,Ok,FALSE,Vulture,,1,1,,,,
IMG_0041.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:22:03,Ok,FALSE,Vulture,,1,1,,,,
IMG_0042.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:22:03,Ok,FALSE,Vulture,,1,1,,,,
IMG_0043.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:23:08,Ok,FALSE,Vulture,,1,1,,,,
IMG_0044.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:23:08,Ok,FALSE,Vulture,,1,1,,,,
IMG_0045.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:24:28,Ok,FALSE,Vulture,,1,1,,,,
IMG_0046.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:24:28,Ok,FALSE,Vulture,,1,1,,,,
IMG_0047.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:26:08,Ok,FALSE,Vulture,,1,1,,,,
IMG_0048.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:26:08,Ok,FALSE,Vulture,,1,1,,,,
IMG_0049.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:27:36,Ok,FALSE,Vulture,,1,1,,,,
IMG_0050.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:27:36,Ok,FALSE,Vulture,,1,1,,,,
IMG_0051.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:28:43,Ok,FALSE,Vulture,,1,1,,,,
IMG_0052.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:28:43,Ok,FALSE,Vulture,,1,1,,,,
IMG_0053.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:29:58,Ok,FALSE,Vulture,,1,1,,,,
IMG_0054.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:29:58,Ok,FALSE,Vulture,,1,1,,,,
IMG_0055.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:31:51,Ok,FALSE,Cougar,,1,1,,,Juvenile,
IMG_0056.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,18:31:51,Ok,FALSE,,,1,1,,,,
IMG_0057.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:30:45,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0058.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:30:48,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0059.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:30:50,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0060.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:31:57,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0061.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:31:59,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0062.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:32:01,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0063.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:33:30,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0064.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:33:33,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0065.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:33:35,Ok,FALSE,Cougar,,2,1,,,juveniles,
IMG_0066.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:37:43,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0067.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:37:45,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0068.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:37:48,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0069.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:39:28,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0070.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:39:30,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0071.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:39:32,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0072.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:40:57,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0073.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:41:00,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0074.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:41:02,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0075.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:47:23,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0076.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:47:25,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0077.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:47:27,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0078.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:48:50,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0079.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:48:52,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0080.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:48:54,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0081.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:50:30,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0082.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:50:32,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0083.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:50:34,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0084.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:52:39,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0085.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:52:41,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0086.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:52:43,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0087.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:53:44,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0088.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:53:47,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0089.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:53:49,Ok,FALSE,Cougar,,1,1,,,juvenile,
IMG_0090.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:57:55,Ok,FALSE,Cougar,,1,1,,,SF9,
IMG_0091.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:57:57,Ok,FALSE,Cougar,,1,1,,,SF9,
IMG_0092.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:57:59,Ok,FALSE,Cougar,,1,1,,,SF9,
IMG_0093.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:59:03,Ok,FALSE,Cougar,,1,1,,,SF9,
IMG_0094.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:59:05,Ok,FALSE,Cougar,,1,1,,,SF9,
IMG_0095.JPG,SF9_S23-C11,Summer2023_KillCams,17-May-23,19:59:07,Ok,FALSE,Cougar,,1,1,,,SF9,
