File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Species,Species2,SpeciesCount,Species2Count,IfOther,IfOther2,Comment,PigBehavior
IMG_0001.JPG,SF9_S23-C52,Winter2023,26-Jul-23,9:40:22,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0002.JPG,SF9_S23-C52,Winter2023,26-Jul-23,9:40:24,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0003.JPG,SF9_S23-C52,Winter2023,26-Jul-23,9:40:30,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0004.JPG,SF9_S23-C52,Winter2023,26-Jul-23,9:40:32,Ok,FALSE,Other,,1,1,Mitchell,,,
IMG_0005.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:35:48,Ok,FALSE,,,1,1,,,,
IMG_0006.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:35:50,Ok,FALSE,,,1,1,,,,
IMG_0007.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:48:23,Ok,FALSE,,,1,1,,,,
IMG_0008.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:48:25,Ok,FALSE,,,1,1,,,,
IMG_0009.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:50:19,Ok,FALSE,,,1,1,,,,
IMG_0010.JPG,SF9_S23-C52,Winter2023,26-Jul-23,10:50:21,Ok,FALSE,,,1,1,,,,
IMG_0011.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:08:54,Ok,FALSE,,,1,1,,,,
IMG_0012.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:08:56,Ok,FALSE,,,1,1,,,,
IMG_0013.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:44:56,Ok,FALSE,,,1,1,,,,
IMG_0014.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:44:58,Ok,FALSE,,,1,1,,,,
IMG_0015.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:49:57,Ok,FALSE,,,1,1,,,,
IMG_0016.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:49:59,Ok,FALSE,,,1,1,,,,
IMG_0017.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:53:38,Ok,FALSE,,,1,1,,,,
IMG_0018.JPG,SF9_S23-C52,Winter2023,26-Jul-23,11:53:40,Ok,FALSE,,,1,1,,,,
IMG_0019.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:10:08,Ok,FALSE,,,1,1,,,,
IMG_0020.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:10:10,Ok,FALSE,,,1,1,,,,
IMG_0021.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:16:28,Ok,FALSE,,,1,1,,,,
IMG_0022.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:16:30,Ok,FALSE,,,1,1,,,,
IMG_0023.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:24:09,Ok,FALSE,,,1,1,,,,
IMG_0024.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:24:11,Ok,FALSE,,,1,1,,,,
IMG_0025.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:36:14,Ok,FALSE,,,1,1,,,,
IMG_0026.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:36:17,Ok,FALSE,,,1,1,,,,
IMG_0027.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:37:19,Ok,FALSE,,,1,1,,,,
IMG_0028.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:37:21,Ok,FALSE,,,1,1,,,,
IMG_0029.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:47:47,Ok,FALSE,,,1,1,,,,
IMG_0030.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:47:49,Ok,FALSE,,,1,1,,,,
IMG_0031.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:50:47,Ok,FALSE,,,1,1,,,,
IMG_0032.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:50:49,Ok,FALSE,,,1,1,,,,
IMG_0033.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:52:00,Ok,FALSE,,,1,1,,,,
IMG_0034.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:52:02,Ok,FALSE,,,1,1,,,,
IMG_0035.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:55:53,Ok,FALSE,,,1,1,,,,
IMG_0036.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:55:55,Ok,FALSE,,,1,1,,,,
IMG_0037.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:56:56,Ok,FALSE,,,1,1,,,,
IMG_0038.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:56:58,Ok,FALSE,,,1,1,,,,
IMG_0039.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:58:08,Ok,FALSE,,,1,1,,,,
IMG_0040.JPG,SF9_S23-C52,Winter2023,26-Jul-23,12:58:10,Ok,FALSE,,,1,1,,,,
IMG_0041.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:01:06,Ok,FALSE,,,1,1,,,,
IMG_0042.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:01:08,Ok,FALSE,,,1,1,,,,
IMG_0043.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:05:15,Ok,FALSE,,,1,1,,,,
IMG_0044.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:05:17,Ok,FALSE,,,1,1,,,,
IMG_0045.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:06:25,Ok,FALSE,,,1,1,,,,
IMG_0046.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:06:27,Ok,FALSE,,,1,1,,,,
IMG_0047.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:07:42,Ok,FALSE,,,1,1,,,,
IMG_0048.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:07:44,Ok,FALSE,,,1,1,,,,
IMG_0049.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:10:02,Ok,FALSE,,,1,1,,,,
IMG_0050.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:10:04,Ok,FALSE,,,1,1,,,,
IMG_0051.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:11:05,Ok,FALSE,,,1,1,,,,
IMG_0052.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:11:07,Ok,FALSE,,,1,1,,,,
IMG_0053.JPG,SF9_S23-C52,Winter2023,26-Jul-23,13:13:10,Ok,FALSE,,,1,1,,,,
