"V1","V2","V3"
2280.4047587031,333.514262603505,1287.24999268504
2298.11804064217,328.792450577183,1307.73983526772
2286.78521951371,335.513854352273,1262.33983602212
2316.46862234061,339.037326521566,1346.03458394118
2284.20285108187,331.880098614225,1268.82905495598
2289.21217620902,329.386188086246,1279.37621042103
2284.78805986277,331.150900960893,1271.5739210549
2278.00510412263,335.403305692639,1267.92213423833
2278.98528884208,336.281926865929,1282.57744437774
2298.64669502543,329.562272928951,1295.78857025284
2286.10752576253,337.213154605856,1351.15672142573
2304.67003877125,336.727427565045,1306.08265722664
2288.27165931938,329.706500988201,1291.14187192196
2287.9182787503,330.16314925519,1300.17082082446
2284.73920425856,330.722675247672,1283.69846865963
2277.65690154886,335.064644243806,1280.63821893823
2281.01740837109,336.063150142606,1275.27869618056
2287.59165638881,329.936662815094,1276.30451872944
2308.26500962767,333.986995690258,1309.91515845162
2279.8967010348,333.666347568542,1280.51104464021
2285.26740268332,333.969400227087,1261.3204888176
2297.3478134294,328.845796563242,1301.42597747204
2277.81254561296,336.66983145134,1286.02184814509
2284.33676900125,332.546225826304,1260.86064435111
2286.96520260004,331.057984947335,1307.46452244393
2294.87589922414,329.046292240882,1303.09838647497
2283.23287760665,335.564262644809,1262.02583000079
2287.04078202696,331.428273205337,1288.5220365578
2280.63557694129,332.448827286347,1279.23174129646
2281.19606751556,332.682426762843,1274.56428269673
2290.03826606942,330.897357249824,1266.18874425499
2285.80516732237,331.711184750789,1309.58594141109
2276.96833041931,334.67420881259,1284.4859264459
2274.55736375484,336.357951528438,1270.144352961
2297.27058778239,333.835971280855,1279.7907526677
2282.68720717374,331.866255789443,1277.73293997739
2300.91996197631,329.633608846747,1308.07807709653
2277.09229686006,334.231788799842,1289.83024144805
2282.2248621644,332.425916668057,1262.7381424849
2284.34888576966,333.856792461183,1260.48179419855
2287.41202602279,330.437557883059,1300.78643818769
2282.24050501165,331.85138651282,1294.25752279855
2278.12753144084,335.810364776453,1274.67989742547
2282.01900185255,335.448458243008,1271.51484203926
2284.17467092273,331.519229472204,1267.16018465184
2316.97690830901,340.636130678064,1354.20281179326
2284.53682643369,332.08382497329,1276.48666773278
2274.46661636815,337.753308852604,1284.42793770725
2283.86257513783,334.646534506028,1261.89958986877
2299.55040913358,334.497068244022,1281.74064812638
2278.57795875763,338.00121272736,1292.38640760782
2284.75448815971,333.59957214395,1262.45319048741
2287.25869871859,329.972984611232,1291.47185489701
2272.63947973762,337.823085055559,1299.31433828531
2315.90148344189,338.929175378663,1342.2841888009
2285.61563849606,331.901558686641,1262.72460165739
2282.78399401304,337.372612244973,1284.9625748982
2279.53742029651,335.465888385798,1278.32853963549
2291.7921579035,330.758728428093,1267.50420735918
2293.39093133419,334.604791249125,1346.56406678756
2277.7904123657,334.088214373272,1296.52538430434
2284.22155064212,332.117107633934,1263.12322808813
2301.01571688728,330.063833135928,1339.23452408805
2279.78434751492,332.638218457925,1266.25795231864
2274.94833733553,336.592185366745,1278.66490567876
2280.15619259138,334.06655239413,1270.66679164729
2286.58899148275,330.002228364021,1283.84718728277
2287.73060651914,332.413629393975,1323.74160574846
2279.66395373438,336.905996369964,1295.13830966968
2283.34357438478,331.540616566178,1267.45784663048
2274.00700904597,335.963746945835,1289.52729454776
2278.71197240908,335.408122588014,1283.92562941829
2282.54410253306,337.962010927762,1275.10950945361
2288.58600530775,330.456839453406,1275.60660198152
2297.26133091358,328.990743703988,1316.08796947366
2281.64851928906,332.891375225868,1304.57637853149
2281.5856925452,334.014592243092,1285.76583234058
2278.94119028125,337.076305546899,1276.38176210265
2283.31133861106,331.935158394172,1265.28071117669
2276.15971620445,334.621263198681,1287.78647528831
2284.47051757472,334.485853282663,1262.54685386494
2279.57864888213,333.764843688482,1274.12184158402
2287.45523400888,330.106784779131,1296.42744699467
2284.03259881351,331.278220317663,1278.11190008303
2281.49133864881,332.761705399473,1266.98627411177
2276.05769801065,334.155652008782,1281.18072851172
2284.52895974874,331.275929614168,1267.80610894999
2287.84795404998,330.952716992744,1306.46010913996
2286.94762264997,336.790925458695,1263.68448186673
2288.81274297388,330.257222454719,1268.68693821311
2292.75523276287,329.818851719734,1289.26225529239
2279.06935386156,335.495728158817,1274.48243562074
2283.64569804582,330.875060500701,1280.70506940245
2283.52530937437,332.837986449292,1312.35452412227
2285.07909775356,333.858445628327,1261.34570376335
2290.31756015537,329.433925688608,1292.48990193156
2287.15443155572,337.945416036639,1265.6140003745
2288.30770428964,329.609416152415,1279.09814954179
2279.42037146752,336.581878521265,1273.82332174287
2286.27700481163,334.716149723373,1261.76497975157
2275.04942475781,334.837560098687,1275.38458364609
2279.02089035248,335.703282101715,1272.59852230896
2276.090967371,333.959093757633,1285.87822891382
2280.76271876005,331.993127824483,1286.77562099236
2290.18429673296,331.537466702211,1264.14207994636
2288.37903959168,330.188839530991,1289.17361729774
2284.48966936029,332.24279689728,1298.35801735035
2291.87041522182,329.558997834516,1309.22772070472
2287.41308215094,330.625245236162,1266.6984822532
2282.56874767105,335.449153138264,1327.89894684374
2286.76972290007,330.612262925887,1267.42220394826
2294.62509974916,328.805130850058,1290.7856556976
2279.10729051178,337.40966393987,1289.62001297537
2316.94525619881,336.981930161231,1347.49968185102
2300.73635248126,334.364808337804,1287.84908678054
2280.21390992976,333.28578980918,1298.04415009521
2312.87997528964,337.596294151751,1332.23882308237
2279.86438426301,335.561379041596,1284.33918285714
2291.73187721505,332.295618300471,1265.34893824829
2285.89573659171,334.645565952194,1261.23991861158
2288.2330125604,329.609539331328,1289.35316639047
2281.6916214136,335.931923407925,1278.80229169885
2281.57882841146,332.208374560389,1265.7270012973
2295.0723815097,330.695082905805,1274.09865238616
2317.04968692165,341.807176295296,1363.57330913297
2294.24794931773,328.360929923748,1294.87479676284
2292.03950613157,328.761899565153,1295.70387371024
2298.20678300934,328.984810817067,1304.37031501591
2277.22104291588,334.391937530689,1270.44775075552
2280.78634020884,333.068625549455,1265.09430737576
2283.31255522875,331.579995537072,1296.85937563272
2279.13093963384,334.13658880115,1289.22927928883
2277.80661595201,340.733943762859,1342.5998188724
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
